	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.648 ± 0.071921	0.643 ± 0.053860	0.23087 ± 0.017858	0.621 ± 0.047694	0.286 ± 0.107719	0.6588 ± 0.037366	0.287 ± 0.107928	0.286 ± 0.107781	0.688 ± 0.049597	0.599 ± 0.062096	0.634 ± 0.076150	0.668 ± 0.067865	0.650 ± 0.052705	0.636 ± 0.090909
precision_recall_auc	0.575 ± 0.093130	0.562 ± 0.066483	0.24527 ± 0.020662	0.421 ± 0.140465	0.125 ± 0.132966	0.6890 ± 0.045524	0.148 ± 0.165211	0.135 ± 0.146000	0.601 ± 0.055959	0.547 ± 0.120444	0.560 ± 0.098673	0.577 ± 0.099891	0.361 ± 0.176169	0.764 ± 0.095346
roc_auc	0.585 ± 0.088244	0.568 ± 0.067812	0.24547 ± 0.020088	0.476 ± 0.136686	0.136 ± 0.135624	0.6912 ± 0.043956	0.141 ± 0.149538	0.139 ± 0.141304	0.611 ± 0.058996	0.530 ± 0.096362	0.572 ± 0.090798	0.580 ± 0.099633	0.450 ± 0.174605	0.686 ± 0.099240
