	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.908 ± 0.011088	0.843 ± 0.024128	0.12607 ± 0.014200	0.823 ± 0.026985	0.686 ± 0.048255	0.4141 ± 0.047581	0.716 ± 0.066753	0.701 ± 0.056865	0.831 ± 0.017122	0.885 ± 0.064130	0.906 ± 0.011339	0.880 ± 0.022467	0.772 ± 0.031536	0.914 ± 0.054419
precision_recall_auc	0.900 ± 0.020247	0.844 ± 0.042088	0.12848 ± 0.013022	0.823 ± 0.051966	0.688 ± 0.084177	0.4194 ± 0.037766	0.725 ± 0.093177	0.706 ± 0.087662	0.827 ± 0.036585	0.898 ± 0.069354	0.898 ± 0.020956	0.874 ± 0.020885	0.761 ± 0.058853	0.927 ± 0.048862
roc_auc	0.902 ± 0.019317	0.839 ± 0.041090	0.12595 ± 0.013709	0.815 ± 0.051108	0.677 ± 0.082180	0.4141 ± 0.038423	0.715 ± 0.085144	0.696 ± 0.082840	0.820 ± 0.037530	0.895 ± 0.057517	0.900 ± 0.019843	0.879 ± 0.024708	0.750 ± 0.060007	0.927 ± 0.038331
