	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.913 ± 0.026121	0.814 ± 0.024128	0.12439 ± 0.010833	0.789 ± 0.029508	0.627 ± 0.048255	0.4101 ± 0.035258	0.646 ± 0.045337	0.637 ± 0.046162	0.812 ± 0.027671	0.835 ± 0.032349	0.911 ± 0.027507	0.907 ± 0.023943	0.750 ± 0.047213	0.877 ± 0.030679
precision_recall_auc	0.914 ± 0.040286	0.840 ± 0.017497	0.12272 ± 0.013063	0.819 ± 0.019870	0.680 ± 0.034995	0.4151 ± 0.049966	0.708 ± 0.044549	0.694 ± 0.039156	0.827 ± 0.013337	0.881 ± 0.040409	0.911 ± 0.042147	0.912 ± 0.033268	0.767 ± 0.023424	0.914 ± 0.033539
roc_auc	0.902 ± 0.038669	0.836 ± 0.016409	0.12877 ± 0.010702	0.817 ± 0.018275	0.672 ± 0.032817	0.4311 ± 0.036157	0.685 ± 0.043894	0.678 ± 0.037233	0.840 ± 0.020516	0.845 ± 0.047282	0.899 ± 0.041498	0.904 ± 0.027842	0.794 ± 0.037497	0.877 ± 0.043122
