	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.750, 0.942]	[0.788, 0.894]	[0.08936, 0.15293]	[0.750, 0.882]	[0.576, 0.788]	[0.3313, 0.6059]	[0.596, 0.812]	[0.595, 0.800]	[0.769, 0.875]	[0.778, 0.938]	[0.733, 0.941]	[0.818, 0.924]	[0.667, 0.833]	[0.818, 0.955]
precision_recall_auc	[0.800, 0.946]	[0.682, 0.866]	[0.10407, 0.17259]	[0.600, 0.848]	[0.364, 0.732]	[0.3286, 0.6194]	[0.429, 0.815]	[0.395, 0.767]	[0.679, 0.840]	[0.750, 1.000]	[0.791, 0.944]	[0.828, 0.942]	[0.500, 0.778]	[0.864, 1.000]
roc_auc	[0.803, 0.955]	[0.682, 0.866]	[0.08222, 0.18111]	[0.600, 0.848]	[0.364, 0.732]	[0.2673, 0.6485]	[0.429, 0.815]	[0.395, 0.767]	[0.679, 0.840]	[0.750, 1.000]	[0.795, 0.954]	[0.821, 0.949]	[0.500, 0.778]	[0.818, 1.000]
