	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.904 ± 0.020754	0.833 ± 0.024737	0.12364 ± 0.013287	0.815 ± 0.028467	0.666 ± 0.049473	0.4109 ± 0.040532	0.668 ± 0.048207	0.667 ± 0.048720	0.847 ± 0.026140	0.821 ± 0.030381	0.902 ± 0.021517	0.895 ± 0.017384	0.811 ± 0.038845	0.855 ± 0.028748
precision_recall_auc	0.907 ± 0.015288	0.819 ± 0.055416	0.12300 ± 0.014748	0.790 ± 0.071584	0.638 ± 0.110831	0.4048 ± 0.044753	0.672 ± 0.099533	0.654 ± 0.104654	0.809 ± 0.057641	0.863 ± 0.055827	0.904 ± 0.015713	0.903 ± 0.018794	0.733 ± 0.097288	0.905 ± 0.039800
roc_auc	0.909 ± 0.021651	0.809 ± 0.056907	0.12051 ± 0.014368	0.779 ± 0.073389	0.619 ± 0.113814	0.3856 ± 0.044253	0.648 ± 0.097736	0.633 ± 0.105582	0.804 ± 0.061592	0.844 ± 0.045630	0.907 ± 0.022355	0.913 ± 0.021633	0.728 ± 0.102940	0.891 ± 0.031782
