	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.918 ± 0.050691	0.869 ± 0.040534	0.10245 ± 0.024573	0.852 ± 0.048154	0.738 ± 0.081069	0.3547 ± 0.075892	0.780 ± 0.083018	0.758 ± 0.081444	0.844 ± 0.036435	0.936 ± 0.056599	0.916 ± 0.053326	0.906 ± 0.029450	0.783 ± 0.055246	0.955 ± 0.042855
precision_recall_auc	0.919 ± 0.034904	0.837 ± 0.069333	0.11910 ± 0.024276	0.810 ± 0.089187	0.674 ± 0.138667	0.3806 ± 0.077308	0.724 ± 0.129430	0.699 ± 0.133489	0.815 ± 0.064531	0.910 ± 0.075246	0.917 ± 0.036085	0.910 ± 0.032537	0.733 ± 0.107344	0.941 ± 0.048152
roc_auc	0.921 ± 0.041786	0.820 ± 0.072285	0.11836 ± 0.029244	0.788 ± 0.095777	0.639 ± 0.144570	0.3716 ± 0.093604	0.686 ± 0.134093	0.662 ± 0.139035	0.803 ± 0.068348	0.883 ± 0.078321	0.919 ± 0.043344	0.917 ± 0.034675	0.717 ± 0.118432	0.923 ± 0.052705
