	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.832 ± 0.068467	0.796 ± 0.055574	0.16868 ± 0.022967	0.773 ± 0.067082	0.591 ± 0.111148	0.5625 ± 0.063230	0.597 ± 0.103848	0.594 ± 0.107362	0.823 ± 0.069099	0.774 ± 0.050688	0.824 ± 0.076633	0.841 ± 0.048405	0.778 ± 0.104757	0.814 ± 0.050023
precision_recall_auc	0.830 ± 0.047486	0.827 ± 0.041275	0.16063 ± 0.010910	0.807 ± 0.049055	0.654 ± 0.082550	0.5572 ± 0.068326	0.661 ± 0.076034	0.657 ± 0.079062	0.839 ± 0.049509	0.822 ± 0.038524	0.822 ± 0.052355	0.847 ± 0.028426	0.794 ± 0.074305	0.859 ± 0.033539
roc_auc	0.841 ± 0.052925	0.812 ± 0.047768	0.16018 ± 0.014562	0.791 ± 0.054356	0.623 ± 0.095536	0.5631 ± 0.071954	0.632 ± 0.097786	0.628 ± 0.096290	0.825 ± 0.046843	0.808 ± 0.066051	0.834 ± 0.057405	0.848 ± 0.030531	0.778 ± 0.069290	0.845 ± 0.061359
