	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.687, 0.905]	[0.692, 0.876]	[0.13671, 0.20462]	[0.647, 0.865]	[0.384, 0.753]	[0.4778, 0.6462]	[0.396, 0.747]	[0.390, 0.750]	[0.708, 0.905]	[0.688, 0.842]	[0.656, 0.902]	[0.747, 0.907]	[0.611, 0.889]	[0.727, 0.864]
precision_recall_auc	[0.749, 0.887]	[0.765, 0.876]	[0.14370, 0.18197]	[0.727, 0.865]	[0.530, 0.753]	[0.4675, 0.6849]	[0.547, 0.752]	[0.544, 0.750]	[0.760, 0.905]	[0.765, 0.882]	[0.734, 0.883]	[0.790, 0.881]	[0.667, 0.889]	[0.818, 0.909]
roc_auc	[0.753, 0.920]	[0.742, 0.876]	[0.14154, 0.18375]	[0.706, 0.865]	[0.485, 0.753]	[0.4709, 0.6824]	[0.500, 0.773]	[0.492, 0.753]	[0.750, 0.905]	[0.700, 0.933]	[0.737, 0.918]	[0.795, 0.904]	[0.667, 0.889]	[0.727, 0.955]
