	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.916 ± 0.018725	0.870 ± 0.030049	0.10435 ± 0.016843	0.854 ± 0.032742	0.740 ± 0.060099	0.3459 ± 0.039042	0.797 ± 0.084099	0.768 ± 0.071512	0.838 ± 0.012265	0.959 ± 0.076247	0.915 ± 0.019068	0.883 ± 0.029517	0.772 ± 0.017568	0.968 ± 0.060795
precision_recall_auc	0.918 ± 0.012108	0.834 ± 0.040517	0.11443 ± 0.008637	0.802 ± 0.055424	0.667 ± 0.081034	0.3677 ± 0.024742	0.755 ± 0.075664	0.709 ± 0.075696	0.797 ± 0.039528	0.958 ± 0.059451	0.916 ± 0.012553	0.901 ± 0.016460	0.694 ± 0.075223	0.973 ± 0.038331
roc_auc	0.915 ± 0.017910	0.827 ± 0.041973	0.11555 ± 0.009533	0.796 ± 0.057057	0.655 ± 0.083946	0.3689 ± 0.026823	0.731 ± 0.080277	0.691 ± 0.077925	0.798 ± 0.042675	0.933 ± 0.069444	0.913 ± 0.018567	0.899 ± 0.019158	0.700 ± 0.083641	0.955 ± 0.047913
