	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.792 ± 0.052747	0.732 ± 0.041926	0.19587 ± 0.026328	0.699 ± 0.045054	0.464 ± 0.083853	0.7995 ± 0.243612	0.477 ± 0.088010	0.470 ± 0.085566	0.750 ± 0.039341	0.727 ± 0.062040	0.786 ± 0.055318	0.764 ± 0.050198	0.678 ± 0.063072	0.786 ± 0.071228
precision_recall_auc	0.820 ± 0.026704	0.742 ± 0.044094	0.18500 ± 0.016608	0.704 ± 0.057235	0.485 ± 0.088187	0.8002 ± 0.229726	0.502 ± 0.080815	0.493 ± 0.084339	0.753 ± 0.049402	0.749 ± 0.038673	0.817 ± 0.027424	0.772 ± 0.042786	0.667 ± 0.082817	0.818 ± 0.030303
roc_auc	0.825 ± 0.030917	0.730 ± 0.053812	0.18353 ± 0.021136	0.688 ± 0.068491	0.459 ± 0.107624	0.6999 ± 0.174440	0.476 ± 0.100376	0.467 ± 0.103842	0.742 ± 0.057947	0.735 ± 0.048497	0.821 ± 0.031309	0.787 ± 0.057710	0.650 ± 0.094608	0.809 ± 0.035855
