	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.773 ± 0.046266	0.708 ± 0.058694	0.21090 ± 0.024939	0.672 ± 0.075391	0.416 ± 0.117388	0.7903 ± 0.141872	0.422 ± 0.112726	0.419 ± 0.114998	0.735 ± 0.060909	0.687 ± 0.058286	0.766 ± 0.048226	0.770 ± 0.044517	0.661 ± 0.102940	0.755 ± 0.053354
precision_recall_auc	0.805 ± 0.031553	0.739 ± 0.042444	0.19777 ± 0.024235	0.709 ± 0.051400	0.477 ± 0.084888	0.7784 ± 0.147336	0.482 ± 0.084104	0.480 ± 0.084377	0.762 ± 0.044186	0.721 ± 0.048455	0.800 ± 0.032757	0.787 ± 0.030424	0.700 ± 0.070273	0.777 ± 0.045201
roc_auc	0.817 ± 0.033008	0.735 ± 0.043722	0.19259 ± 0.023895	0.702 ± 0.052288	0.470 ± 0.087445	0.7521 ± 0.141836	0.478 ± 0.088414	0.474 ± 0.087819	0.753 ± 0.041096	0.724 ± 0.053727	0.812 ± 0.034164	0.811 ± 0.038735	0.683 ± 0.064417	0.786 ± 0.048152
