	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.838 ± 0.048751	0.735 ± 0.051963	0.17387 ± 0.027884	0.706 ± 0.060520	0.469 ± 0.103927	0.5783 ± 0.138840	0.473 ± 0.101110	0.471 ± 0.102461	0.762 ± 0.055542	0.710 ± 0.053492	0.834 ± 0.050406	0.818 ± 0.049491	0.706 ± 0.083024	0.764 ± 0.055876
precision_recall_auc	0.845 ± 0.023755	0.746 ± 0.042460	0.17429 ± 0.016849	0.717 ± 0.055577	0.493 ± 0.084919	0.6093 ± 0.121192	0.497 ± 0.078309	0.495 ± 0.081594	0.771 ± 0.048669	0.726 ± 0.035261	0.841 ± 0.024242	0.818 ± 0.035363	0.711 ± 0.081985	0.782 ± 0.028748
roc_auc	0.852 ± 0.029929	0.731 ± 0.034853	0.17539 ± 0.021382	0.699 ± 0.047023	0.462 ± 0.069706	0.5775 ± 0.106293	0.467 ± 0.063955	0.464 ± 0.066758	0.755 ± 0.042654	0.712 ± 0.029377	0.849 ± 0.030587	0.835 ± 0.039352	0.689 ± 0.074994	0.773 ± 0.030303
