	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.830 ± 0.029106	0.736 ± 0.033209	0.17652 ± 0.016026	0.712 ± 0.035613	0.472 ± 0.066418	0.6420 ± 0.130482	0.475 ± 0.068287	0.473 ± 0.067137	0.769 ± 0.035892	0.706 ± 0.048151	0.826 ± 0.030004	0.807 ± 0.028424	0.722 ± 0.058561	0.750 ± 0.061546
precision_recall_auc	0.852 ± 0.013509	0.754 ± 0.038742	0.16975 ± 0.013977	0.730 ± 0.046076	0.507 ± 0.077485	0.5793 ± 0.111325	0.507 ± 0.074658	0.507 ± 0.076021	0.784 ± 0.042827	0.723 ± 0.037054	0.848 ± 0.013883	0.829 ± 0.021997	0.739 ± 0.064417	0.768 ± 0.033539
roc_auc	0.841 ± 0.032692	0.741 ± 0.039035	0.17723 ± 0.020358	0.717 ± 0.046195	0.482 ± 0.078070	0.6040 ± 0.118593	0.481 ± 0.075933	0.482 ± 0.076986	0.773 ± 0.041513	0.708 ± 0.037793	0.837 ± 0.033583	0.823 ± 0.042470	0.728 ± 0.061139	0.755 ± 0.031782
