	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.719, 0.860]	[0.629, 0.803]	[0.14771, 0.25100]	[0.615, 0.789]	[0.258, 0.606]	[0.4866, 1.3626]	[0.256, 0.600]	[0.257, 0.603]	[0.684, 0.850]	[0.571, 0.786]	[0.710, 0.856]	[0.687, 0.864]	[0.611, 0.833]	[0.591, 0.864]
precision_recall_auc	[0.740, 0.879]	[0.674, 0.821]	[0.15253, 0.21994]	[0.647, 0.800]	[0.348, 0.641]	[0.5019, 0.9897]	[0.346, 0.650]	[0.347, 0.646]	[0.708, 0.850]	[0.632, 0.824]	[0.730, 0.875]	[0.725, 0.886]	[0.611, 0.833]	[0.682, 0.864]
roc_auc	[0.737, 0.879]	[0.674, 0.803]	[0.14299, 0.23818]	[0.647, 0.789]	[0.348, 0.606]	[0.4972, 0.9545]	[0.346, 0.600]	[0.347, 0.603]	[0.708, 0.850]	[0.632, 0.778]	[0.728, 0.875]	[0.732, 0.891]	[0.611, 0.833]	[0.682, 0.818]
