	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.798 ± 0.076164	0.757 ± 0.071799	0.17447 ± 0.028500	0.749 ± 0.067779	0.514 ± 0.143598	0.5571 ± 0.100326	0.518 ± 0.145282	0.516 ± 0.144352	0.831 ± 0.082681	0.687 ± 0.073290	0.790 ± 0.081097	0.823 ± 0.055591	0.828 ± 0.080508	0.686 ± 0.092038
precision_recall_auc	0.836 ± 0.070040	0.779 ± 0.056744	0.14870 ± 0.031224	0.765 ± 0.060217	0.558 ± 0.113488	0.5237 ± 0.169339	0.556 ± 0.114015	0.557 ± 0.113730	0.835 ± 0.068601	0.721 ± 0.054518	0.826 ± 0.078705	0.865 ± 0.047366	0.817 ± 0.083024	0.741 ± 0.056894
roc_auc	0.855 ± 0.064261	0.783 ± 0.050938	0.14283 ± 0.028585	0.768 ± 0.054010	0.566 ± 0.101876	0.4777 ± 0.101946	0.563 ± 0.100207	0.564 ± 0.101023	0.832 ± 0.060154	0.731 ± 0.047780	0.847 ± 0.070839	0.879 ± 0.041564	0.811 ± 0.074994	0.755 ± 0.053354
