	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.937 ± 0.030856	0.867 ± 0.035036	0.10341 ± 0.027608	0.853 ± 0.039111	0.735 ± 0.070073	0.3575 ± 0.073897	0.758 ± 0.081358	0.746 ± 0.075248	0.861 ± 0.037507	0.897 ± 0.070968	0.935 ± 0.031600	0.919 ± 0.036331	0.817 ± 0.052705	0.918 ± 0.063564
precision_recall_auc	0.912 ± 0.023205	0.839 ± 0.046521	0.11997 ± 0.012779	0.818 ± 0.061388	0.679 ± 0.093041	0.3890 ± 0.037718	0.700 ± 0.081981	0.689 ± 0.086874	0.838 ± 0.049354	0.862 ± 0.054702	0.910 ± 0.024025	0.908 ± 0.021632	0.783 ± 0.088618	0.895 ± 0.048152
roc_auc	0.916 ± 0.014226	0.835 ± 0.054813	0.11931 ± 0.011291	0.813 ± 0.069937	0.670 ± 0.109627	0.3838 ± 0.032515	0.687 ± 0.100343	0.678 ± 0.104640	0.837 ± 0.058048	0.850 ± 0.056997	0.914 ± 0.014530	0.910 ± 0.019562	0.783 ± 0.096047	0.886 ± 0.044174
