	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.934 ± 0.025531	0.862 ± 0.028965	0.10182 ± 0.021177	0.843 ± 0.034345	0.724 ± 0.057931	0.3343 ± 0.059019	0.783 ± 0.075065	0.753 ± 0.065645	0.829 ± 0.019438	0.954 ± 0.062020	0.933 ± 0.026124	0.919 ± 0.033560	0.756 ± 0.028689	0.968 ± 0.043122
precision_recall_auc	0.922 ± 0.018075	0.795 ± 0.089257	0.11153 ± 0.016253	0.731 ± 0.147215	0.591 ± 0.178515	0.3537 ± 0.040020	0.740 ± 0.099896	0.658 ± 0.144718	0.759 ± 0.079605	0.981 ± 0.040304	0.920 ± 0.018523	0.907 ± 0.024771	0.600 ± 0.173324	0.991 ± 0.019165
roc_auc	0.918 ± 0.019134	0.793 ± 0.060926	0.11559 ± 0.018323	0.737 ± 0.093387	0.586 ± 0.121852	0.3621 ± 0.049196	0.727 ± 0.082824	0.652 ± 0.102892	0.754 ± 0.056311	0.973 ± 0.045012	0.916 ± 0.019606	0.908 ± 0.025282	0.600 ± 0.116534	0.986 ± 0.021957
