	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.927 ± 0.012676	0.865 ± 0.030610	0.10067 ± 0.011088	0.846 ± 0.036660	0.729 ± 0.061220	0.3359 ± 0.028473	0.785 ± 0.074050	0.756 ± 0.067329	0.832 ± 0.020462	0.953 ± 0.055098	0.925 ± 0.012888	0.902 ± 0.020551	0.761 ± 0.026836	0.968 ± 0.037421
precision_recall_auc	0.920 ± 0.019343	0.792 ± 0.065104	0.11473 ± 0.011568	0.729 ± 0.117789	0.584 ± 0.130209	0.3673 ± 0.031975	0.745 ± 0.050513	0.658 ± 0.099482	0.752 ± 0.058386	0.993 ± 0.021082	0.918 ± 0.019862	0.911 ± 0.025847	0.589 ± 0.136586	0.995 ± 0.014374
roc_auc	0.921 ± 0.015638	0.808 ± 0.047608	0.11636 ± 0.009963	0.767 ± 0.069582	0.616 ± 0.095217	0.3672 ± 0.022661	0.707 ± 0.079402	0.659 ± 0.083342	0.778 ± 0.050608	0.928 ± 0.065516	0.919 ± 0.016104	0.914 ± 0.016994	0.661 ± 0.102940	0.955 ± 0.042855
