	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.818 ± 0.054236	0.774 ± 0.043417	0.18225 ± 0.018093	0.753 ± 0.050957	0.548 ± 0.086833	0.6227 ± 0.071279	0.554 ± 0.085100	0.551 ± 0.085786	0.808 ± 0.053269	0.746 ± 0.057350	0.812 ± 0.063478	0.824 ± 0.035199	0.767 ± 0.086066	0.782 ± 0.070418
precision_recall_auc	0.773 ± 0.075079	0.796 ± 0.053093	0.18635 ± 0.022450	0.773 ± 0.061108	0.593 ± 0.106186	0.6420 ± 0.086652	0.599 ± 0.102030	0.596 ± 0.104015	0.812 ± 0.054973	0.788 ± 0.053933	0.754 ± 0.085598	0.812 ± 0.053105	0.761 ± 0.078785	0.832 ± 0.048152
roc_auc	0.811 ± 0.063497	0.791 ± 0.051700	0.17989 ± 0.016214	0.767 ± 0.060570	0.583 ± 0.103400	0.6144 ± 0.065820	0.592 ± 0.098246	0.587 ± 0.100576	0.808 ± 0.057488	0.783 ± 0.055514	0.800 ± 0.072291	0.832 ± 0.041065	0.756 ± 0.087646	0.827 ± 0.055876
