	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.788 ± 0.055769	0.742 ± 0.053975	0.18618 ± 0.028854	0.689 ± 0.076638	0.484 ± 0.107949	0.6672 ± 0.162856	0.541 ± 0.111573	0.511 ± 0.107186	0.735 ± 0.045772	0.806 ± 0.085944	0.778 ± 0.063242	0.770 ± 0.054204	0.611 ± 0.097991	0.873 ± 0.073606
precision_recall_auc	0.749 ± 0.063864	0.708 ± 0.045800	0.20122 ± 0.027058	0.628 ± 0.072941	0.417 ± 0.091600	0.7081 ± 0.147436	0.505 ± 0.094655	0.458 ± 0.091657	0.696 ± 0.035818	0.809 ± 0.066700	0.735 ± 0.072218	0.738 ± 0.054111	0.517 ± 0.078785	0.900 ± 0.035855
roc_auc	0.767 ± 0.054790	0.726 ± 0.059105	0.19152 ± 0.025815	0.650 ± 0.090525	0.452 ± 0.118210	0.6614 ± 0.113392	0.553 ± 0.128425	0.499 ± 0.120677	0.708 ± 0.046576	0.845 ± 0.094252	0.754 ± 0.063028	0.756 ± 0.047247	0.533 ± 0.098688	0.918 ± 0.051604
