	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.755 ± 0.067999	0.714 ± 0.029300	0.20025 ± 0.027798	0.663 ± 0.042905	0.428 ± 0.058599	0.6417 ± 0.098551	0.462 ± 0.065519	0.445 ± 0.060752	0.720 ± 0.029180	0.742 ± 0.056114	0.744 ± 0.075299	0.764 ± 0.058853	0.606 ± 0.071482	0.823 ± 0.062287
precision_recall_auc	0.724 ± 0.067224	0.678 ± 0.048341	0.21493 ± 0.026570	0.584 ± 0.073496	0.355 ± 0.096682	0.7657 ± 0.152147	0.441 ± 0.116830	0.395 ± 0.103179	0.674 ± 0.039733	0.767 ± 0.091257	0.709 ± 0.077863	0.733 ± 0.042453	0.478 ± 0.087646	0.877 ± 0.056894
roc_auc	0.734 ± 0.066594	0.692 ± 0.057187	0.20777 ± 0.026146	0.611 ± 0.094959	0.385 ± 0.114374	0.7642 ± 0.140273	0.460 ± 0.141374	0.420 ± 0.122649	0.690 ± 0.046144	0.771 ± 0.113903	0.719 ± 0.077024	0.741 ± 0.041953	0.517 ± 0.111265	0.868 ± 0.069267
