	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.917 ± 0.015298	0.834 ± 0.032835	0.12000 ± 0.015845	0.813 ± 0.038713	0.668 ± 0.065670	0.3924 ± 0.039191	0.692 ± 0.079931	0.679 ± 0.071893	0.829 ± 0.029183	0.863 ± 0.069192	0.915 ± 0.015868	0.902 ± 0.014533	0.772 ± 0.048644	0.895 ± 0.056894
precision_recall_auc	0.915 ± 0.028378	0.752 ± 0.082716	0.12041 ± 0.020359	0.679 ± 0.130723	0.503 ± 0.165433	0.3949 ± 0.058757	0.608 ± 0.131347	0.551 ± 0.149137	0.731 ± 0.072925	0.877 ± 0.073479	0.913 ± 0.029287	0.904 ± 0.026657	0.567 ± 0.154494	0.936 ± 0.043913
roc_auc	0.899 ± 0.036304	0.756 ± 0.054463	0.13177 ± 0.025330	0.701 ± 0.088272	0.512 ± 0.108927	0.4299 ± 0.083427	0.582 ± 0.088717	0.545 ± 0.096240	0.745 ± 0.054220	0.837 ± 0.070425	0.897 ± 0.037337	0.890 ± 0.038169	0.617 ± 0.124088	0.895 ± 0.064461
