	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.939 ± 0.008481	0.876 ± 0.022651	0.08529 ± 0.005793	0.858 ± 0.028526	0.751 ± 0.045302	0.2976 ± 0.017479	0.826 ± 0.038143	0.788 ± 0.041254	0.833 ± 0.023248	0.993 ± 0.022588	0.938 ± 0.008659	0.911 ± 0.012454	0.756 ± 0.038845	0.995 ± 0.014374
precision_recall_auc	0.926 ± 0.008511	0.723 ± 0.074511	0.10333 ± 0.011201	0.604 ± 0.144270	0.445 ± 0.149022	0.3322 ± 0.024052	0.685 ± 0.058275	0.548 ± 0.115710	0.694 ± 0.061201	0.992 ± 0.026352	0.924 ± 0.008773	0.912 ± 0.011004	0.450 ± 0.153715	0.995 ± 0.014374
roc_auc	0.920 ± 0.013433	0.714 ± 0.051676	0.10987 ± 0.012953	0.597 ± 0.094664	0.429 ± 0.103352	0.3472 ± 0.027882	0.670 ± 0.071706	0.534 ± 0.089781	0.684 ± 0.039840	0.986 ± 0.045175	0.918 ± 0.013882	0.912 ± 0.013752	0.433 ± 0.097288	0.995 ± 0.014374
