	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.936 ± 0.015998	0.831 ± 0.024965	0.11592 ± 0.009635	0.813 ± 0.026538	0.663 ± 0.049929	0.3839 ± 0.025785	0.673 ± 0.062795	0.668 ± 0.056007	0.838 ± 0.017951	0.835 ± 0.056135	0.935 ± 0.016636	0.933 ± 0.016167	0.794 ± 0.026836	0.868 ± 0.050023
precision_recall_auc	0.944 ± 0.011132	0.858 ± 0.021664	0.10667 ± 0.007035	0.840 ± 0.023861	0.715 ± 0.043329	0.3616 ± 0.023661	0.748 ± 0.065146	0.732 ± 0.053852	0.840 ± 0.010333	0.908 ± 0.062210	0.942 ± 0.011416	0.939 ± 0.013821	0.783 ± 0.017568	0.932 ± 0.049097
roc_auc	0.941 ± 0.016029	0.838 ± 0.026417	0.10899 ± 0.005985	0.820 ± 0.028423	0.676 ± 0.052834	0.3618 ± 0.016711	0.691 ± 0.072543	0.684 ± 0.062206	0.840 ± 0.016833	0.851 ± 0.067979	0.939 ± 0.015960	0.938 ± 0.016068	0.794 ± 0.026836	0.882 ± 0.057496
