	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.879 ± 0.033701	0.804 ± 0.037570	0.14920 ± 0.020133	0.774 ± 0.048237	0.608 ± 0.075140	0.5103 ± 0.097476	0.638 ± 0.071377	0.623 ± 0.072901	0.795 ± 0.035920	0.843 ± 0.043158	0.876 ± 0.034586	0.849 ± 0.044465	0.717 ± 0.061139	0.891 ± 0.031782
precision_recall_auc	0.882 ± 0.038040	0.826 ± 0.059258	0.14730 ± 0.022135	0.798 ± 0.078501	0.652 ± 0.118517	0.5319 ± 0.101763	0.693 ± 0.114187	0.672 ± 0.115549	0.811 ± 0.054978	0.882 ± 0.075582	0.880 ± 0.039156	0.847 ± 0.040127	0.733 ± 0.097288	0.918 ± 0.055876
roc_auc	0.870 ± 0.059579	0.818 ± 0.055152	0.15109 ± 0.032477	0.789 ± 0.069262	0.636 ± 0.110303	0.5741 ± 0.135932	0.677 ± 0.112479	0.656 ± 0.110548	0.803 ± 0.051404	0.874 ± 0.073532	0.867 ± 0.061770	0.841 ± 0.052877	0.722 ± 0.082817	0.914 ± 0.050023
