	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.808, 0.938]	[0.770, 0.889]	[0.09354, 0.14919]	[0.743, 0.875]	[0.540, 0.778]	[0.3313, 0.5443]	[0.547, 0.846]	[0.544, 0.811]	[0.783, 0.846]	[0.765, 1.000]	[0.798, 0.937]	[0.841, 0.927]	[0.722, 0.778]	[0.818, 1.000]
precision_recall_auc	[0.848, 0.948]	[0.682, 0.889]	[0.08921, 0.15666]	[0.600, 0.875]	[0.364, 0.778]	[0.3037, 0.5552]	[0.429, 0.846]	[0.395, 0.811]	[0.679, 0.846]	[0.750, 1.000]	[0.843, 0.947]	[0.841, 0.944]	[0.500, 0.778]	[0.864, 1.000]
roc_auc	[0.871, 0.940]	[0.710, 0.889]	[0.09147, 0.15596]	[0.645, 0.875]	[0.419, 0.778]	[0.3113, 0.5210]	[0.473, 0.846]	[0.445, 0.811]	[0.704, 0.846]	[0.750, 1.000]	[0.868, 0.939]	[0.856, 0.922]	[0.556, 0.778]	[0.818, 1.000]
