	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.911 ± 0.014593	0.836 ± 0.023970	0.12768 ± 0.014017	0.820 ± 0.026319	0.672 ± 0.047940	0.4218 ± 0.041696	0.673 ± 0.049197	0.673 ± 0.048523	0.854 ± 0.025185	0.819 ± 0.036086	0.909 ± 0.015042	0.893 ± 0.018635	0.822 ± 0.035136	0.850 ± 0.037421
precision_recall_auc	0.899 ± 0.027090	0.807 ± 0.051230	0.12433 ± 0.014796	0.774 ± 0.068704	0.615 ± 0.102460	0.4127 ± 0.050788	0.663 ± 0.093532	0.638 ± 0.095599	0.795 ± 0.057980	0.868 ± 0.066494	0.896 ± 0.028519	0.895 ± 0.026032	0.706 ± 0.104920	0.909 ± 0.047913
roc_auc	0.899 ± 0.033468	0.817 ± 0.051384	0.12571 ± 0.013373	0.787 ± 0.067920	0.633 ± 0.102768	0.4151 ± 0.044623	0.669 ± 0.086820	0.650 ± 0.093457	0.809 ± 0.058940	0.860 ± 0.053292	0.896 ± 0.036613	0.894 ± 0.025972	0.733 ± 0.104100	0.900 ± 0.041770
