	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.853 ± 0.026192	0.761 ± 0.021321	0.15353 ± 0.011951	0.698 ± 0.034054	0.521 ± 0.042643	0.4719 ± 0.031812	0.642 ± 0.043413	0.578 ± 0.040399	0.730 ± 0.018939	0.912 ± 0.037204	0.850 ± 0.026876	0.819 ± 0.039141	0.567 ± 0.043823	0.955 ± 0.021427
precision_recall_auc	0.873 ± 0.018410	0.768 ± 0.026753	0.14420 ± 0.011950	0.709 ± 0.042353	0.537 ± 0.053505	0.4470 ± 0.032600	0.657 ± 0.041835	0.594 ± 0.046578	0.736 ± 0.024517	0.921 ± 0.028840	0.870 ± 0.018642	0.845 ± 0.032208	0.578 ± 0.053672	0.959 ± 0.014374
roc_auc	0.872 ± 0.022526	0.776 ± 0.027913	0.14496 ± 0.013028	0.718 ± 0.043459	0.552 ± 0.055825	0.4462 ± 0.031884	0.680 ± 0.052042	0.612 ± 0.051023	0.740 ± 0.024505	0.939 ± 0.042258	0.869 ± 0.022963	0.848 ± 0.030992	0.583 ± 0.053990	0.968 ± 0.021957
