	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.906 ± 0.013349	0.836 ± 0.025096	0.11799 ± 0.009440	0.815 ± 0.030304	0.672 ± 0.050193	0.3778 ± 0.024349	0.694 ± 0.047667	0.683 ± 0.048165	0.829 ± 0.029934	0.865 ± 0.033873	0.904 ± 0.013765	0.888 ± 0.014443	0.772 ± 0.048644	0.900 ± 0.028748
precision_recall_auc	0.918 ± 0.015980	0.795 ± 0.027878	0.11384 ± 0.012697	0.748 ± 0.040347	0.590 ± 0.055757	0.3665 ± 0.035734	0.705 ± 0.069211	0.645 ± 0.057977	0.759 ± 0.023261	0.946 ± 0.063329	0.916 ± 0.016532	0.904 ± 0.016854	0.622 ± 0.051052	0.968 ± 0.037421
roc_auc	0.919 ± 0.012460	0.758 ± 0.050464	0.11336 ± 0.008288	0.695 ± 0.070998	0.517 ± 0.100927	0.3605 ± 0.020091	0.633 ± 0.118231	0.572 ± 0.108033	0.729 ± 0.037240	0.904 ± 0.086650	0.917 ± 0.012917	0.912 ± 0.011359	0.567 ± 0.068293	0.950 ± 0.045201
