	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.746 ± 0.069120	0.746 ± 0.056356	0.18838 ± 0.019300	0.733 ± 0.056195	0.492 ± 0.112713	0.6123 ± 0.091509	0.490 ± 0.110447	0.491 ± 0.111564	0.799 ± 0.048497	0.691 ± 0.066261	0.730 ± 0.076838	0.795 ± 0.040016	0.783 ± 0.055246	0.709 ± 0.077850
precision_recall_auc	0.780 ± 0.063277	0.732 ± 0.024396	0.17993 ± 0.018811	0.716 ± 0.025289	0.465 ± 0.048793	0.5866 ± 0.176149	0.465 ± 0.048531	0.465 ± 0.048630	0.782 ± 0.030895	0.683 ± 0.037846	0.769 ± 0.069961	0.817 ± 0.038614	0.756 ± 0.053672	0.709 ± 0.061359
roc_auc	0.777 ± 0.066456	0.718 ± 0.036091	0.18155 ± 0.023756	0.703 ± 0.036365	0.436 ± 0.072183	0.5957 ± 0.174283	0.437 ± 0.070496	0.437 ± 0.071286	0.772 ± 0.037885	0.665 ± 0.047262	0.766 ± 0.073168	0.821 ± 0.037546	0.750 ± 0.060007	0.686 ± 0.072506
