	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.832 ± 0.063921	0.820 ± 0.031129	0.14857 ± 0.019301	0.798 ± 0.038341	0.640 ± 0.062258	0.6280 ± 0.169977	0.651 ± 0.054859	0.646 ± 0.058551	0.824 ± 0.035622	0.827 ± 0.021963	0.824 ± 0.071981	0.844 ± 0.040945	0.772 ± 0.055246	0.868 ± 0.014374
precision_recall_auc	0.873 ± 0.048655	0.816 ± 0.054721	0.13266 ± 0.019297	0.789 ± 0.076139	0.633 ± 0.109442	0.4344 ± 0.069744	0.654 ± 0.083000	0.643 ± 0.096325	0.820 ± 0.062688	0.834 ± 0.033493	0.868 ± 0.052710	0.888 ± 0.028995	0.756 ± 0.114755	0.877 ± 0.030679
roc_auc	0.882 ± 0.051479	0.835 ± 0.030140	0.12892 ± 0.021373	0.818 ± 0.034206	0.670 ± 0.060280	0.4187 ± 0.073406	0.673 ± 0.059585	0.671 ± 0.059901	0.848 ± 0.029015	0.825 ± 0.032614	0.877 ± 0.055751	0.898 ± 0.028347	0.811 ± 0.038845	0.859 ± 0.025802
