	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.921 ± 0.038108	0.865 ± 0.037438	0.12343 ± 0.018184	0.848 ± 0.044095	0.731 ± 0.074875	0.4655 ± 0.141788	0.762 ± 0.074817	0.746 ± 0.073729	0.849 ± 0.038305	0.913 ± 0.051997	0.919 ± 0.040510	0.909 ± 0.032618	0.794 ± 0.058853	0.936 ± 0.038331
precision_recall_auc	0.935 ± 0.016743	0.874 ± 0.038149	0.11999 ± 0.011029	0.858 ± 0.045167	0.747 ± 0.076298	0.4222 ± 0.051814	0.773 ± 0.074619	0.760 ± 0.074879	0.860 ± 0.039510	0.914 ± 0.049309	0.934 ± 0.017097	0.920 ± 0.024053	0.811 ± 0.059720	0.936 ± 0.038331
roc_auc	0.923 ± 0.020876	0.850 ± 0.047842	0.12767 ± 0.012541	0.833 ± 0.055011	0.700 ± 0.095685	0.4461 ± 0.061857	0.717 ± 0.106387	0.709 ± 0.100696	0.846 ± 0.039884	0.871 ± 0.076500	0.921 ± 0.021194	0.907 ± 0.027938	0.800 ± 0.053672	0.900 ± 0.059844
