	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.874 ± 0.028908	0.813 ± 0.028595	0.14601 ± 0.011018	0.788 ± 0.034676	0.626 ± 0.057190	0.4543 ± 0.027997	0.653 ± 0.065453	0.639 ± 0.059346	0.810 ± 0.032216	0.843 ± 0.060666	0.872 ± 0.030170	0.872 ± 0.025400	0.744 ± 0.059720	0.882 ± 0.053354
precision_recall_auc	0.881 ± 0.032352	0.829 ± 0.035557	0.14219 ± 0.011057	0.808 ± 0.041260	0.659 ± 0.071115	0.4490 ± 0.030292	0.677 ± 0.076587	0.668 ± 0.073307	0.827 ± 0.031242	0.850 ± 0.057362	0.878 ± 0.033646	0.875 ± 0.026052	0.772 ± 0.048644	0.886 ± 0.049097
roc_auc	0.877 ± 0.031046	0.825 ± 0.031969	0.14529 ± 0.011514	0.804 ± 0.035738	0.649 ± 0.063938	0.4547 ± 0.030093	0.668 ± 0.071044	0.658 ± 0.066401	0.826 ± 0.028291	0.842 ± 0.061167	0.875 ± 0.031738	0.874 ± 0.022987	0.772 ± 0.048644	0.877 ± 0.056894
