	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.928 ± 0.015535	0.860 ± 0.025895	0.09993 ± 0.012919	0.839 ± 0.031299	0.719 ± 0.051791	0.3600 ± 0.044266	0.776 ± 0.061359	0.747 ± 0.055172	0.829 ± 0.023556	0.947 ± 0.051456	0.927 ± 0.015903	0.904 ± 0.019504	0.756 ± 0.038845	0.964 ± 0.035855
precision_recall_auc	0.916 ± 0.035834	0.769 ± 0.081569	0.11981 ± 0.029802	0.710 ± 0.123431	0.537 ± 0.163138	0.3930 ± 0.086748	0.627 ± 0.145920	0.579 ± 0.153885	0.747 ± 0.069925	0.880 ± 0.092469	0.914 ± 0.037192	0.907 ± 0.026878	0.606 ± 0.142123	0.932 ± 0.057695
roc_auc	0.910 ± 0.064487	0.790 ± 0.059271	0.11702 ± 0.030769	0.747 ± 0.082483	0.579 ± 0.118542	0.3812 ± 0.109675	0.641 ± 0.097451	0.609 ± 0.107428	0.772 ± 0.060529	0.869 ± 0.052973	0.907 ± 0.069066	0.906 ± 0.046464	0.661 ± 0.112491	0.918 ± 0.035855
