	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.605, 0.854]	[0.674, 0.808]	[0.14370, 0.23152]	[0.625, 0.800]	[0.348, 0.616]	[0.4581, 0.7162]	[0.346, 0.616]	[0.347, 0.616]	[0.692, 0.889]	[0.632, 0.812]	[0.572, 0.849]	[0.684, 0.861]	[0.556, 0.889]	[0.682, 0.864]
precision_recall_auc	[0.742, 0.890]	[0.669, 0.821]	[0.12500, 0.19544]	[0.629, 0.800]	[0.338, 0.641]	[0.4080, 0.6268]	[0.343, 0.667]	[0.341, 0.649]	[0.696, 0.826]	[0.647, 0.867]	[0.730, 0.887]	[0.753, 0.899]	[0.611, 0.778]	[0.727, 0.909]
roc_auc	[0.750, 0.890]	[0.669, 0.821]	[0.12500, 0.19300]	[0.629, 0.800]	[0.338, 0.641]	[0.4080, 0.6159]	[0.343, 0.667]	[0.341, 0.649]	[0.696, 0.826]	[0.647, 0.867]	[0.739, 0.887]	[0.763, 0.899]	[0.611, 0.778]	[0.727, 0.909]
