	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.913 ± 0.042353	0.845 ± 0.039031	0.12099 ± 0.025483	0.830 ± 0.042239	0.690 ± 0.078063	0.4028 ± 0.072697	0.694 ± 0.082261	0.692 ± 0.080122	0.856 ± 0.029764	0.838 ± 0.055771	0.911 ± 0.044382	0.900 ± 0.033590	0.822 ± 0.035136	0.868 ± 0.050023
precision_recall_auc	0.908 ± 0.027828	0.849 ± 0.025141	0.11753 ± 0.011301	0.833 ± 0.028707	0.698 ± 0.050283	0.3958 ± 0.036465	0.706 ± 0.049906	0.702 ± 0.049819	0.855 ± 0.024782	0.851 ± 0.034620	0.906 ± 0.029028	0.902 ± 0.020481	0.817 ± 0.037497	0.882 ± 0.031782
roc_auc	0.905 ± 0.016979	0.838 ± 0.025765	0.11970 ± 0.009408	0.819 ± 0.031582	0.676 ± 0.051530	0.4083 ± 0.046207	0.688 ± 0.044602	0.682 ± 0.047737	0.841 ± 0.032829	0.847 ± 0.025300	0.903 ± 0.017694	0.898 ± 0.012713	0.794 ± 0.052705	0.882 ± 0.023473
