	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.903 ± 0.013702	0.827 ± 0.011978	0.12335 ± 0.008480	0.800 ± 0.012977	0.654 ± 0.023957	0.3891 ± 0.026481	0.701 ± 0.036681	0.677 ± 0.030115	0.804 ± 0.004054	0.898 ± 0.032627	0.902 ± 0.014141	0.880 ± 0.023417	0.722 ± 0.000000	0.932 ± 0.023957
precision_recall_auc	0.903 ± 0.013827	0.825 ± 0.015891	0.12318 ± 0.008166	0.798 ± 0.016896	0.649 ± 0.031782	0.3906 ± 0.023668	0.695 ± 0.047111	0.672 ± 0.039218	0.803 ± 0.005523	0.892 ± 0.041599	0.901 ± 0.013803	0.878 ± 0.020270	0.722 ± 0.000000	0.927 ± 0.031782
roc_auc	0.904 ± 0.014987	0.825 ± 0.015891	0.12180 ± 0.007064	0.798 ± 0.016896	0.649 ± 0.031782	0.3856 ± 0.017009	0.695 ± 0.047111	0.672 ± 0.039218	0.803 ± 0.005523	0.892 ± 0.041599	0.902 ± 0.015489	0.880 ± 0.021382	0.722 ± 0.000000	0.927 ± 0.031782
