	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.797 ± 0.040723	0.744 ± 0.059007	0.18604 ± 0.020006	0.706 ± 0.068918	0.488 ± 0.118015	0.5641 ± 0.053363	0.512 ± 0.121804	0.500 ± 0.119719	0.750 ± 0.047487	0.763 ± 0.081020	0.791 ± 0.042254	0.779 ± 0.040126	0.661 ± 0.076129	0.827 ± 0.079600
precision_recall_auc	0.806 ± 0.034577	0.714 ± 0.042690	0.18395 ± 0.017105	0.655 ± 0.056394	0.428 ± 0.085380	0.5804 ± 0.051287	0.477 ± 0.096135	0.451 ± 0.088072	0.712 ± 0.038289	0.765 ± 0.073418	0.801 ± 0.035992	0.790 ± 0.038019	0.578 ± 0.074994	0.850 ± 0.056894
roc_auc	0.819 ± 0.034263	0.717 ± 0.041010	0.18069 ± 0.020528	0.659 ± 0.053385	0.433 ± 0.082020	0.5751 ± 0.049486	0.484 ± 0.095626	0.457 ± 0.085555	0.715 ± 0.036789	0.769 ± 0.077452	0.813 ± 0.035298	0.802 ± 0.039753	0.583 ± 0.075223	0.850 ± 0.064461
