	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.899, 0.943]	[0.798, 0.871]	[0.08936, 0.14038]	[0.778, 0.857]	[0.596, 0.742]	[0.3072, 0.4543]	[0.596, 0.773]	[0.596, 0.753]	[0.818, 0.870]	[0.778, 0.933]	[0.896, 0.941]	[0.879, 0.932]	[0.778, 0.833]	[0.818, 0.955]
precision_recall_auc	[0.822, 0.942]	[0.654, 0.838]	[0.09318, 0.16752]	[0.500, 0.813]	[0.308, 0.677]	[0.3101, 0.5702]	[0.382, 0.736]	[0.343, 0.706]	[0.647, 0.808]	[0.706, 1.000]	[0.817, 0.941]	[0.813, 0.937]	[0.333, 0.722]	[0.773, 1.000]
roc_auc	[0.830, 0.927]	[0.664, 0.838]	[0.11093, 0.17311]	[0.593, 0.813]	[0.328, 0.677]	[0.3564, 0.5346]	[0.347, 0.736]	[0.337, 0.706]	[0.677, 0.826]	[0.667, 0.929]	[0.825, 0.925]	[0.821, 0.929]	[0.444, 0.778]	[0.773, 0.955]
