	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.919, 0.956]	[0.806, 0.917]	[0.07863, 0.10740]	[0.759, 0.909]	[0.611, 0.833]	[0.2918, 0.3799]	[0.736, 0.880]	[0.681, 0.856]	[0.759, 0.880]	[0.929, 1.000]	[0.917, 0.955]	[0.886, 0.947]	[0.611, 0.833]	[0.955, 1.000]
precision_recall_auc	[0.798, 0.941]	[0.588, 0.861]	[0.08380, 0.15835]	[0.348, 0.839]	[0.177, 0.722]	[0.3076, 0.5561]	[0.400, 0.815]	[0.266, 0.767]	[0.600, 0.815]	[0.750, 1.000]	[0.784, 0.940]	[0.833, 0.934]	[0.222, 0.722]	[0.864, 1.000]
roc_auc	[0.858, 0.937]	[0.644, 0.848]	[0.09072, 0.17406]	[0.480, 0.833]	[0.288, 0.697]	[0.3200, 0.5226]	[0.359, 0.733]	[0.338, 0.697]	[0.636, 0.864]	[0.692, 1.000]	[0.855, 0.936]	[0.831, 0.927]	[0.333, 0.833]	[0.818, 1.000]
