	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.762 ± 0.077469	0.707 ± 0.035847	0.19754 ± 0.023261	0.648 ± 0.043125	0.413 ± 0.071694	0.6092 ± 0.082805	0.457 ± 0.089245	0.435 ± 0.079546	0.706 ± 0.025251	0.751 ± 0.069508	0.753 ± 0.082458	0.772 ± 0.059820	0.572 ± 0.045737	0.841 ± 0.057695
precision_recall_auc	0.776 ± 0.086772	0.688 ± 0.047931	0.18967 ± 0.033115	0.590 ± 0.083155	0.377 ± 0.095862	0.6145 ± 0.125383	0.490 ± 0.115918	0.428 ± 0.097175	0.679 ± 0.039753	0.811 ± 0.099052	0.765 ± 0.095039	0.794 ± 0.065302	0.472 ± 0.098862	0.905 ± 0.050023
roc_auc	0.803 ± 0.064632	0.717 ± 0.045110	0.18375 ± 0.029385	0.643 ± 0.072926	0.434 ± 0.090221	0.6005 ± 0.130216	0.514 ± 0.078041	0.472 ± 0.083604	0.706 ± 0.040520	0.808 ± 0.048458	0.795 ± 0.068175	0.803 ± 0.061975	0.539 ± 0.090911	0.895 ± 0.030679
