	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.770 ± 0.051918	0.746 ± 0.043400	0.18445 ± 0.014590	0.717 ± 0.050821	0.492 ± 0.086801	0.5528 ± 0.040767	0.498 ± 0.086279	0.495 ± 0.086417	0.767 ± 0.042189	0.731 ± 0.050955	0.762 ± 0.057838	0.794 ± 0.036945	0.706 ± 0.064417	0.786 ± 0.048152
precision_recall_auc	0.808 ± 0.064684	0.765 ± 0.042673	0.17346 ± 0.016645	0.737 ± 0.047980	0.530 ± 0.085345	0.5245 ± 0.041659	0.539 ± 0.086433	0.534 ± 0.085785	0.779 ± 0.040337	0.760 ± 0.051322	0.801 ± 0.071761	0.816 ± 0.043662	0.717 ± 0.055246	0.814 ± 0.045201
roc_auc	0.774 ± 0.070011	0.741 ± 0.024571	0.18225 ± 0.017534	0.705 ± 0.029202	0.481 ± 0.049143	0.5462 ± 0.045274	0.496 ± 0.052253	0.488 ± 0.050429	0.752 ± 0.022082	0.744 ± 0.038967	0.765 ± 0.076088	0.798 ± 0.044144	0.672 ± 0.040992	0.809 ± 0.041770
