	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.834 ± 0.083766	0.808 ± 0.082706	0.15634 ± 0.049986	0.779 ± 0.105468	0.616 ± 0.165412	0.5402 ± 0.156220	0.641 ± 0.159332	0.628 ± 0.162046	0.809 ± 0.079170	0.832 ± 0.094769	0.829 ± 0.086892	0.811 ± 0.103544	0.739 ± 0.131077	0.877 ± 0.071228
precision_recall_auc	0.851 ± 0.086633	0.815 ± 0.091894	0.14364 ± 0.047982	0.785 ± 0.118256	0.630 ± 0.183788	0.5840 ± 0.225598	0.654 ± 0.176336	0.642 ± 0.180011	0.811 ± 0.085569	0.843 ± 0.097129	0.844 ± 0.095184	0.844 ± 0.071838	0.739 ± 0.138704	0.891 ± 0.061359
roc_auc	0.802 ± 0.075037	0.782 ± 0.062687	0.16843 ± 0.040233	0.755 ± 0.071167	0.564 ± 0.125374	0.6383 ± 0.208775	0.576 ± 0.130563	0.570 ± 0.127899	0.790 ± 0.051266	0.786 ± 0.081288	0.792 ± 0.083618	0.817 ± 0.067521	0.728 ± 0.066512	0.836 ± 0.064993
