	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.624, 0.853]	[0.659, 0.742]	[0.15832, 0.27913]	[0.581, 0.706]	[0.318, 0.485]	[0.4601, 1.7964]	[0.359, 0.500]	[0.338, 0.492]	[0.667, 0.750]	[0.688, 0.769]	[0.592, 0.848]	[0.689, 0.869]	[0.500, 0.667]	[0.773, 0.864]
precision_recall_auc	[0.654, 0.861]	[0.576, 0.765]	[0.16581, 0.27973]	[0.429, 0.727]	[0.152, 0.530]	[0.4932, 1.1131]	[0.200, 0.560]	[0.174, 0.545]	[0.600, 0.760]	[0.600, 0.800]	[0.645, 0.857]	[0.593, 0.859]	[0.333, 0.667]	[0.773, 0.864]
roc_auc	[0.706, 0.804]	[0.636, 0.727]	[0.18421, 0.25474]	[0.552, 0.686]	[0.273, 0.455]	[0.6205, 1.1381]	[0.297, 0.600]	[0.284, 0.522]	[0.654, 0.739]	[0.643, 0.900]	[0.698, 0.799]	[0.649, 0.821]	[0.444, 0.667]	[0.773, 0.955]
