	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.487, 0.721]	[0.556, 0.707]	[0.22348, 0.28306]	[0.541, 0.700]	[0.111, 0.414]	[0.6519, 0.8268]	[0.111, 0.414]	[0.111, 0.414]	[0.611, 0.778]	[0.500, 0.636]	[0.459, 0.710]	[0.538, 0.730]	[0.556, 0.778]	[0.500, 0.636]
precision_recall_auc	[0.410, 0.639]	[0.465, 0.629]	[0.23352, 0.28705]	[0.100, 0.615]	[-0.071, 0.258]	[0.6677, 0.7816]	[-0.137, 0.320]	[-0.099, 0.257]	[0.529, 0.684]	[0.333, 0.714]	[0.397, 0.629]	[0.330, 0.662]	[0.056, 0.667]	[0.591, 0.955]
roc_auc	[0.408, 0.654]	[0.480, 0.652]	[0.23917, 0.29552]	[0.100, 0.632]	[-0.040, 0.303]	[0.6842, 0.8651]	[-0.048, 0.300]	[-0.044, 0.302]	[0.536, 0.700]	[0.417, 0.600]	[0.388, 0.658]	[0.404, 0.692]	[0.056, 0.667]	[0.545, 0.955]
