	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.871 ± 0.029290	0.806 ± 0.031265	0.15018 ± 0.019312	0.785 ± 0.032286	0.612 ± 0.062530	0.4920 ± 0.088306	0.625 ± 0.075079	0.619 ± 0.068265	0.817 ± 0.025982	0.809 ± 0.068078	0.867 ± 0.030480	0.869 ± 0.034338	0.767 ± 0.043823	0.845 ± 0.068434
precision_recall_auc	0.865 ± 0.039974	0.806 ± 0.022201	0.14747 ± 0.021425	0.784 ± 0.022397	0.612 ± 0.044401	0.5474 ± 0.163398	0.624 ± 0.050397	0.618 ± 0.046843	0.817 ± 0.023801	0.807 ± 0.050558	0.861 ± 0.041831	0.862 ± 0.038541	0.767 ± 0.043823	0.845 ± 0.057496
roc_auc	0.867 ± 0.039651	0.826 ± 0.033374	0.14714 ± 0.018579	0.806 ± 0.038238	0.652 ± 0.066748	0.4771 ± 0.067486	0.662 ± 0.067339	0.657 ± 0.066782	0.831 ± 0.032942	0.831 ± 0.044519	0.863 ± 0.041565	0.865 ± 0.043325	0.783 ± 0.048644	0.868 ± 0.039800
