	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.871 ± 0.029290	0.806 ± 0.031265	0.14993 ± 0.019229	0.785 ± 0.032286	0.612 ± 0.062530	0.4914 ± 0.088172	0.625 ± 0.075079	0.619 ± 0.068265	0.817 ± 0.025982	0.809 ± 0.068078	0.867 ± 0.030480	0.869 ± 0.034338	0.767 ± 0.043823	0.845 ± 0.068434
precision_recall_auc	0.865 ± 0.037682	0.808 ± 0.025377	0.14732 ± 0.017671	0.786 ± 0.026180	0.617 ± 0.050754	0.5456 ± 0.152914	0.629 ± 0.055224	0.623 ± 0.052498	0.818 ± 0.025077	0.811 ± 0.050786	0.860 ± 0.039449	0.862 ± 0.037592	0.767 ± 0.043823	0.850 ± 0.056894
roc_auc	0.864 ± 0.039748	0.828 ± 0.034139	0.14874 ± 0.018897	0.808 ± 0.039235	0.656 ± 0.068278	0.4816 ± 0.068893	0.667 ± 0.067945	0.661 ± 0.067883	0.832 ± 0.033569	0.835 ± 0.042093	0.860 ± 0.041706	0.865 ± 0.042979	0.783 ± 0.048644	0.873 ± 0.035855
