	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.925 ± 0.016415	0.855 ± 0.020730	0.10654 ± 0.012775	0.836 ± 0.023774	0.710 ± 0.041460	0.3660 ± 0.038986	0.742 ± 0.048148	0.725 ± 0.044252	0.837 ± 0.016661	0.905 ± 0.039665	0.923 ± 0.016987	0.909 ± 0.015374	0.778 ± 0.026189	0.932 ± 0.032141
precision_recall_auc	0.912 ± 0.038649	0.791 ± 0.067243	0.11754 ± 0.025140	0.744 ± 0.101536	0.582 ± 0.134486	0.3917 ± 0.093909	0.663 ± 0.113157	0.619 ± 0.120233	0.770 ± 0.063338	0.893 ± 0.082469	0.910 ± 0.040455	0.899 ± 0.034367	0.650 ± 0.131077	0.932 ± 0.053569
roc_auc	0.919 ± 0.018963	0.810 ± 0.059235	0.11946 ± 0.021345	0.772 ± 0.081592	0.620 ± 0.118470	0.3877 ± 0.067218	0.694 ± 0.108519	0.655 ± 0.109910	0.787 ± 0.058725	0.907 ± 0.085579	0.917 ± 0.019385	0.904 ± 0.024322	0.683 ± 0.114306	0.936 ± 0.064993
