	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.888 ± 0.048063	0.820 ± 0.022687	0.14015 ± 0.017963	0.798 ± 0.025487	0.639 ± 0.045373	0.4697 ± 0.098245	0.653 ± 0.053355	0.646 ± 0.049131	0.821 ± 0.016224	0.833 ± 0.042386	0.885 ± 0.050784	0.884 ± 0.043590	0.767 ± 0.023424	0.873 ± 0.035855
precision_recall_auc	0.882 ± 0.048440	0.816 ± 0.042306	0.13834 ± 0.030560	0.794 ± 0.047260	0.631 ± 0.084612	0.5853 ± 0.483468	0.641 ± 0.086890	0.636 ± 0.085644	0.822 ± 0.037200	0.819 ± 0.053769	0.878 ± 0.049900	0.874 ± 0.052668	0.772 ± 0.048644	0.859 ± 0.045201
roc_auc	0.882 ± 0.043592	0.821 ± 0.040958	0.13988 ± 0.027051	0.801 ± 0.045639	0.642 ± 0.081916	0.5871 ± 0.426528	0.650 ± 0.083942	0.646 ± 0.082796	0.829 ± 0.036684	0.821 ± 0.052619	0.880 ± 0.043613	0.868 ± 0.043110	0.783 ± 0.048644	0.859 ± 0.045201
