	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.794, 0.932]	[0.720, 0.848]	[0.10979, 0.20062]	[0.686, 0.833]	[0.439, 0.697]	[0.3349, 0.8674]	[0.445, 0.708]	[0.442, 0.698]	[0.731, 0.864]	[0.684, 0.875]	[0.782, 0.930]	[0.788, 0.937]	[0.611, 0.833]	[0.727, 0.909]
precision_recall_auc	[0.813, 0.931]	[0.588, 0.838]	[0.10795, 0.19503]	[0.348, 0.813]	[0.177, 0.677]	[0.3320, 0.6352]	[0.400, 0.736]	[0.266, 0.706]	[0.600, 0.826]	[0.714, 1.000]	[0.805, 0.929]	[0.808, 0.929]	[0.222, 0.778]	[0.818, 1.000]
roc_auc	[0.813, 0.937]	[0.588, 0.843]	[0.11325, 0.17176]	[0.348, 0.824]	[0.177, 0.687]	[0.3384, 0.5209]	[0.400, 0.708]	[0.266, 0.698]	[0.600, 0.833]	[0.786, 1.000]	[0.805, 0.936]	[0.841, 0.934]	[0.222, 0.778]	[0.864, 1.000]
