	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.764 ± 0.054714	0.738 ± 0.030832	0.18685 ± 0.011619	0.722 ± 0.032333	0.476 ± 0.061663	0.6967 ± 0.113744	0.476 ± 0.061502	0.476 ± 0.061548	0.790 ± 0.036407	0.686 ± 0.042070	0.750 ± 0.063019	0.798 ± 0.021310	0.767 ± 0.057378	0.709 ± 0.061359
precision_recall_auc	0.802 ± 0.063096	0.767 ± 0.035557	0.16616 ± 0.021078	0.750 ± 0.036940	0.533 ± 0.071115	0.5795 ± 0.103573	0.530 ± 0.071431	0.532 ± 0.071266	0.810 ± 0.038014	0.721 ± 0.042502	0.791 ± 0.069155	0.834 ± 0.038710	0.783 ± 0.048644	0.750 ± 0.049097
roc_auc	0.814 ± 0.068045	0.763 ± 0.043053	0.16437 ± 0.019787	0.747 ± 0.044618	0.525 ± 0.086106	0.5672 ± 0.104548	0.522 ± 0.085834	0.524 ± 0.085965	0.811 ± 0.046930	0.711 ± 0.046128	0.804 ± 0.074737	0.839 ± 0.041655	0.789 ± 0.057378	0.736 ± 0.051604
