	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.576, 0.796]	[0.616, 0.722]	[0.20932, 0.24166]	[0.636, 0.739]	[0.232, 0.444]	[0.6592, 0.8559]	[0.253, 0.524]	[0.242, 0.482]	[0.714, 0.917]	[0.536, 0.607]	[0.542, 0.789]	[0.674, 0.811]	[0.778, 0.944]	[0.409, 0.545]
precision_recall_auc	[0.631, 0.876]	[0.621, 0.735]	[0.14697, 0.24431]	[0.651, 0.732]	[0.242, 0.470]	[0.4260, 0.7462]	[0.286, 0.495]	[0.263, 0.473]	[0.733, 0.909]	[0.536, 0.652]	[0.599, 0.872]	[0.707, 0.894]	[0.778, 0.944]	[0.409, 0.636]
roc_auc	[0.659, 0.853]	[0.593, 0.763]	[0.15843, 0.24911]	[0.622, 0.762]	[0.187, 0.525]	[0.4713, 0.7212]	[0.211, 0.542]	[0.198, 0.533]	[0.692, 0.909]	[0.519, 0.682]	[0.628, 0.850]	[0.732, 0.851]	[0.778, 0.944]	[0.409, 0.682]
