	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.700 ± 0.070968	0.650 ± 0.032887	0.22595 ± 0.011848	0.674 ± 0.029604	0.300 ± 0.065773	0.7269 ± 0.066936	0.348 ± 0.078465	0.323 ± 0.071058	0.789 ± 0.058773	0.559 ± 0.025113	0.683 ± 0.079394	0.747 ± 0.043329	0.850 ± 0.052705	0.450 ± 0.050023
precision_recall_auc	0.796 ± 0.077324	0.679 ± 0.037426	0.19228 ± 0.031370	0.692 ± 0.031951	0.358 ± 0.074852	0.5798 ± 0.113292	0.396 ± 0.082326	0.376 ± 0.076057	0.807 ± 0.064143	0.589 ± 0.036069	0.787 ± 0.085302	0.813 ± 0.059841	0.844 ± 0.063072	0.514 ± 0.080317
roc_auc	0.764 ± 0.060977	0.692 ± 0.051539	0.19750 ± 0.027785	0.700 ± 0.044309	0.383 ± 0.103078	0.6092 ± 0.087031	0.407 ± 0.105862	0.395 ± 0.103483	0.803 ± 0.068127	0.605 ± 0.047813	0.751 ± 0.069216	0.798 ± 0.041382	0.833 ± 0.058561	0.550 ± 0.081453
