	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.662 ± 0.070240	0.688 ± 0.041206	0.22421 ± 0.022370	0.695 ± 0.037444	0.377 ± 0.082413	0.7914 ± 0.096534	0.397 ± 0.081437	0.387 ± 0.081621	0.794 ± 0.050751	0.603 ± 0.039367	0.640 ± 0.074531	0.736 ± 0.047635	0.822 ± 0.057378	0.555 ± 0.070418
precision_recall_auc	0.752 ± 0.069148	0.715 ± 0.039597	0.19486 ± 0.019684	0.718 ± 0.034193	0.430 ± 0.079194	0.6782 ± 0.163027	0.446 ± 0.075896	0.438 ± 0.077203	0.818 ± 0.042764	0.628 ± 0.041843	0.738 ± 0.076873	0.800 ± 0.042938	0.839 ± 0.040992	0.591 ± 0.067760
roc_auc	0.746 ± 0.072388	0.723 ± 0.039411	0.19376 ± 0.021827	0.722 ± 0.037433	0.446 ± 0.078821	0.6744 ± 0.148947	0.455 ± 0.079730	0.451 ± 0.079076	0.815 ± 0.048377	0.640 ± 0.035968	0.729 ± 0.080367	0.801 ± 0.048625	0.828 ± 0.048644	0.618 ± 0.048862
