	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.714, 0.895]	[0.742, 0.826]	[0.13885, 0.18477]	[0.706, 0.811]	[0.485, 0.652]	[0.4501, 1.3822]	[0.495, 0.650]	[0.492, 0.649]	[0.750, 0.857]	[0.722, 0.824]	[0.683, 0.893]	[0.794, 0.884]	[0.667, 0.833]	[0.773, 0.864]
precision_recall_auc	[0.733, 0.887]	[0.747, 0.826]	[0.13182, 0.18830]	[0.722, 0.811]	[0.495, 0.652]	[0.4305, 0.5862]	[0.495, 0.650]	[0.495, 0.649]	[0.773, 0.857]	[0.722, 0.824]	[0.703, 0.883]	[0.792, 0.889]	[0.722, 0.833]	[0.773, 0.864]
roc_auc	[0.722, 0.867]	[0.747, 0.826]	[0.13911, 0.18279]	[0.722, 0.811]	[0.495, 0.652]	[0.4538, 0.6045]	[0.495, 0.650]	[0.495, 0.649]	[0.773, 0.857]	[0.722, 0.824]	[0.694, 0.864]	[0.797, 0.870]	[0.722, 0.833]	[0.773, 0.864]
