	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.910 ± 0.030264	0.840 ± 0.033357	0.13265 ± 0.011564	0.821 ± 0.036268	0.680 ± 0.066714	0.4571 ± 0.037244	0.699 ± 0.076976	0.689 ± 0.071444	0.838 ± 0.029443	0.860 ± 0.065559	0.908 ± 0.032274	0.895 ± 0.022341	0.789 ± 0.043823	0.891 ± 0.061359
precision_recall_auc	0.916 ± 0.020902	0.842 ± 0.028749	0.13308 ± 0.008704	0.824 ± 0.031564	0.684 ± 0.057498	0.4689 ± 0.048226	0.701 ± 0.066141	0.692 ± 0.061637	0.838 ± 0.019012	0.863 ± 0.050814	0.915 ± 0.021603	0.901 ± 0.025408	0.789 ± 0.023424	0.895 ± 0.043122
roc_auc	0.915 ± 0.021546	0.838 ± 0.025682	0.13512 ± 0.008960	0.820 ± 0.028172	0.676 ± 0.051365	0.4866 ± 0.038323	0.688 ± 0.058033	0.682 ± 0.054430	0.840 ± 0.020004	0.848 ± 0.044612	0.914 ± 0.022756	0.897 ± 0.023336	0.794 ± 0.026836	0.882 ± 0.038331
