	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.698 ± 0.048456	0.754 ± 0.045907	0.19241 ± 0.014007	0.741 ± 0.046974	0.508 ± 0.091815	0.5892 ± 0.051163	0.505 ± 0.091159	0.507 ± 0.091478	0.810 ± 0.049976	0.695 ± 0.046709	0.675 ± 0.055364	0.767 ± 0.032146	0.794 ± 0.058853	0.714 ± 0.052705
precision_recall_auc	0.668 ± 0.078052	0.724 ± 0.064089	0.20898 ± 0.025229	0.691 ± 0.085857	0.449 ± 0.128177	0.6256 ± 0.079500	0.463 ± 0.114679	0.456 ± 0.121247	0.760 ± 0.075620	0.703 ± 0.062700	0.647 ± 0.083010	0.735 ± 0.065015	0.694 ± 0.141639	0.755 ± 0.096305
roc_auc	0.669 ± 0.048846	0.740 ± 0.037953	0.20164 ± 0.013235	0.725 ± 0.036491	0.480 ± 0.075905	0.6111 ± 0.045150	0.479 ± 0.072227	0.480 ± 0.074052	0.790 ± 0.036712	0.689 ± 0.045343	0.646 ± 0.053397	0.744 ± 0.037929	0.767 ± 0.051052	0.714 ± 0.067929
