	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.633, 0.770]	[0.679, 0.808]	[0.17530, 0.21943]	[0.667, 0.800]	[0.359, 0.616]	[0.5391, 0.7014]	[0.356, 0.616]	[0.357, 0.616]	[0.737, 0.889]	[0.619, 0.750]	[0.602, 0.760]	[0.707, 0.813]	[0.722, 0.889]	[0.636, 0.773]
precision_recall_auc	[0.519, 0.784]	[0.631, 0.831]	[0.17664, 0.26704]	[0.533, 0.821]	[0.263, 0.662]	[0.5474, 0.8260]	[0.310, 0.657]	[0.285, 0.659]	[0.643, 0.895]	[0.583, 0.778]	[0.500, 0.778]	[0.590, 0.811]	[0.444, 0.889]	[0.545, 0.864]
roc_auc	[0.561, 0.733]	[0.662, 0.780]	[0.18619, 0.23571]	[0.667, 0.769]	[0.323, 0.561]	[0.5608, 0.6959]	[0.333, 0.556]	[0.328, 0.558]	[0.739, 0.842]	[0.583, 0.737]	[0.533, 0.717]	[0.657, 0.785]	[0.667, 0.833]	[0.545, 0.773]
