	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.906 ± 0.026811	0.836 ± 0.029048	0.12915 ± 0.017531	0.819 ± 0.032176	0.671 ± 0.058097	0.4304 ± 0.051088	0.674 ± 0.059110	0.673 ± 0.058492	0.851 ± 0.025743	0.823 ± 0.042270	0.904 ± 0.027699	0.891 ± 0.030430	0.817 ± 0.037497	0.855 ± 0.041770
precision_recall_auc	0.898 ± 0.028924	0.715 ± 0.094292	0.13370 ± 0.014077	0.608 ± 0.169296	0.431 ± 0.188583	0.4391 ± 0.043982	0.581 ± 0.155228	0.495 ± 0.165599	0.704 ± 0.087679	0.877 ± 0.119136	0.895 ± 0.030163	0.888 ± 0.027581	0.494 ± 0.203620	0.936 ± 0.057496
roc_auc	0.882 ± 0.025142	0.771 ± 0.057499	0.13659 ± 0.017568	0.725 ± 0.081656	0.542 ± 0.114998	0.4469 ± 0.059940	0.592 ± 0.090740	0.566 ± 0.101789	0.765 ± 0.067226	0.827 ± 0.050665	0.879 ± 0.026136	0.874 ± 0.030069	0.656 ± 0.127764	0.886 ± 0.044174
