	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.875 ± 0.034629	0.851 ± 0.031528	0.13579 ± 0.008590	0.836 ± 0.033757	0.702 ± 0.063056	0.4743 ± 0.077771	0.704 ± 0.064907	0.703 ± 0.063851	0.865 ± 0.027869	0.840 ± 0.046322	0.868 ± 0.040894	0.889 ± 0.023643	0.833 ± 0.037037	0.868 ± 0.045201
precision_recall_auc	0.889 ± 0.034004	0.851 ± 0.033595	0.13329 ± 0.009970	0.837 ± 0.035682	0.703 ± 0.067190	0.4622 ± 0.052035	0.703 ± 0.069594	0.703 ± 0.068351	0.867 ± 0.027193	0.836 ± 0.046134	0.884 ± 0.037187	0.900 ± 0.025394	0.839 ± 0.031536	0.864 ± 0.042855
roc_auc	0.908 ± 0.023348	0.843 ± 0.024936	0.13496 ± 0.008778	0.827 ± 0.026920	0.686 ± 0.049873	0.4832 ± 0.083177	0.689 ± 0.053609	0.687 ± 0.051686	0.856 ± 0.018422	0.833 ± 0.039770	0.906 ± 0.022412	0.899 ± 0.026011	0.822 ± 0.023424	0.864 ± 0.037113
