	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.827, 0.943]	[0.770, 0.866]	[0.11489, 0.16535]	[0.743, 0.848]	[0.540, 0.732]	[0.3921, 0.8687]	[0.547, 0.773]	[0.544, 0.753]	[0.783, 0.840]	[0.765, 0.933]	[0.818, 0.942]	[0.826, 0.937]	[0.722, 0.778]	[0.818, 0.955]
precision_recall_auc	[0.745, 0.960]	[0.770, 0.871]	[0.11030, 0.18488]	[0.743, 0.857]	[0.540, 0.742]	[0.3833, 0.6076]	[0.546, 0.773]	[0.544, 0.753]	[0.783, 0.870]	[0.737, 0.933]	[0.734, 0.959]	[0.818, 0.952]	[0.722, 0.833]	[0.773, 0.955]
roc_auc	[0.801, 0.941]	[0.798, 0.871]	[0.12085, 0.17397]	[0.778, 0.857]	[0.596, 0.742]	[0.4057, 0.8932]	[0.596, 0.773]	[0.596, 0.753]	[0.800, 0.870]	[0.778, 0.933]	[0.787, 0.942]	[0.821, 0.934]	[0.722, 0.833]	[0.818, 0.955]
