	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.873 ± 0.030894	0.816 ± 0.029208	0.13967 ± 0.010564	0.794 ± 0.033786	0.631 ± 0.058415	0.4480 ± 0.033590	0.640 ± 0.056998	0.636 ± 0.057638	0.822 ± 0.028808	0.818 ± 0.031652	0.869 ± 0.033814	0.868 ± 0.023690	0.772 ± 0.040992	0.859 ± 0.025802
precision_recall_auc	0.862 ± 0.040786	0.793 ± 0.022317	0.14338 ± 0.009769	0.769 ± 0.026239	0.586 ± 0.044633	0.5318 ± 0.247261	0.595 ± 0.043934	0.590 ± 0.043987	0.804 ± 0.023566	0.791 ± 0.030821	0.858 ± 0.043833	0.862 ± 0.020915	0.750 ± 0.039284	0.836 ± 0.031782
roc_auc	0.867 ± 0.032743	0.802 ± 0.023605	0.14094 ± 0.009497	0.781 ± 0.026906	0.604 ± 0.047210	0.4479 ± 0.033353	0.608 ± 0.046773	0.606 ± 0.046795	0.818 ± 0.027143	0.791 ± 0.030367	0.863 ± 0.036559	0.865 ± 0.028310	0.772 ± 0.040992	0.832 ± 0.030679
