	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.896 ± 0.033161	0.826 ± 0.025112	0.12165 ± 0.012216	0.806 ± 0.027086	0.652 ± 0.050224	0.3739 ± 0.034421	0.662 ± 0.053348	0.657 ± 0.051513	0.831 ± 0.021343	0.831 ± 0.040818	0.893 ± 0.034670	0.912 ± 0.021640	0.783 ± 0.031536	0.868 ± 0.039800
precision_recall_auc	0.898 ± 0.032919	0.824 ± 0.033205	0.12242 ± 0.010970	0.805 ± 0.035926	0.648 ± 0.066410	0.3775 ± 0.029211	0.656 ± 0.071432	0.652 ± 0.068773	0.833 ± 0.025825	0.823 ± 0.052916	0.895 ± 0.035648	0.912 ± 0.019149	0.789 ± 0.035136	0.859 ± 0.050023
roc_auc	0.896 ± 0.034248	0.826 ± 0.029760	0.12194 ± 0.011293	0.806 ± 0.032116	0.652 ± 0.059521	0.3758 ± 0.029801	0.662 ± 0.064233	0.657 ± 0.061715	0.830 ± 0.023062	0.831 ± 0.047843	0.893 ± 0.035400	0.914 ± 0.020368	0.783 ± 0.031536	0.868 ± 0.045201
