	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.920 ± 0.009255	0.854 ± 0.028221	0.11131 ± 0.007496	0.835 ± 0.034046	0.707 ± 0.056441	0.3587 ± 0.019668	0.730 ± 0.052144	0.718 ± 0.054210	0.842 ± 0.028917	0.887 ± 0.026968	0.918 ± 0.009598	0.909 ± 0.014472	0.789 ± 0.043823	0.918 ± 0.019165
precision_recall_auc	0.916 ± 0.012219	0.731 ± 0.068179	0.11516 ± 0.007414	0.633 ± 0.125510	0.462 ± 0.136357	0.3636 ± 0.020889	0.638 ± 0.107493	0.541 ± 0.123122	0.703 ± 0.053961	0.935 ± 0.072789	0.914 ± 0.012614	0.906 ± 0.015450	0.489 ± 0.133024	0.973 ± 0.031782
roc_auc	0.917 ± 0.010927	0.745 ± 0.053482	0.11425 ± 0.004030	0.661 ± 0.100687	0.490 ± 0.106964	0.3607 ± 0.012832	0.653 ± 0.066914	0.564 ± 0.084740	0.716 ± 0.047359	0.937 ± 0.058495	0.915 ± 0.011290	0.908 ± 0.015020	0.522 ± 0.120584	0.968 ± 0.030679
